"DateAddedToCart","Source","ASIN","ProductName","CartDomain","CartList","Quantity","OneClickBuyable","ToBeGiftWrapped","PrimeSubscription","Pantry","AddOn"
"2024-12-04T19:28:29.322Z","Retail","B0D1CHMNY8","Homvle Disposable Toothbrushes with Toothpaste - 100 Packs Individually Wrapped Travel Toothbrushes Bulk, Medium Soft Bristles, Perfect for Travel Size Toiletries, OCC, Airbnb, Dentist, Office [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-12-04T19:25:02.272Z","Retail","B000JLIRT6","Degree Antiperspirant Deodorant Shower Clean Pack of 36 72-Hour Sweat & Odor Protection Antiperspirant for Women with Body Heat Activated Technology 0.5 oz [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-24T19:39:37.478Z","Retail","B07V216PLR","The Ultimate Survive Anything Tiny Survival Guide for Emergency Disaster Micro Guide First Aid Survival Pocket Handbook Easily Fits in Wallet Glove Box Pouch [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-24T19:30:46.471Z","Retail","B0B7R76M8P","Survival Kit, Gifts for Men Dad Husband, Emergency Survival Gear and Equipment 19 in 1, Fishing Hunting Birthday for Men, Camping Accessories, Cool Gadget, Camping Essentials [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2024-11-22T19:57:44.563Z","Retail","B0BY2WNZP6","DynastyMattress RV King Mattress 8-Inch CoolBreeze Medium-FirmGel Memory-Foam Mattress for RV Bed, Camper, Pop Up and Trailer [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-17T18:52:26.932Z","Retail","B0BP1MQTMT","HiQuick Rechargeable AA and AAA Batteries With Charger - High Capacity 2800mAh AA (4 Pack) & 1100mAh AAA (4 Pack) - 5V 2A USB Fast Charging Battery Charger [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-17T06:12:39.474Z","Retail","B06XZN3ZN6","Cacala Pestemal Turkish Beach Towel Highly Absorbent Quick and Easy Dry Soft and Comfortable for Bath, Spa, Pool, Gym and Yoga 100% Cotton 37"" x 70"" Darkblue [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-17T06:09:46.584Z","Retail","B00RLNP8BK","Cacala Pestemal Turkish Beach Towel Highly Absorbent Quick and Easy Dry Soft and Comfortable for Bath, Spa, Pool, Gym and Yoga 100% Cotton 37 x 70 [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-17T06:09:37.299Z","Retail","B06XZX23YS","Cacala Pestemal Turkish Beach Towel Highly Absorbent Quick and Easy Dry Soft and Comfortable for Bath, Spa, Pool, Gym and Yoga 100% Cotton 37"" x 70"" Beige [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-14T13:35:21.123Z","Retail","B0CCF8RG8G","HOLDN’ STORAGE Pull Out Cabinet Organizer, Heavy Duty Caddy w/Lifetime Limited Warranty - 8”W x 21”D - Requires At Least 9-1/4” Cabinet Opening, Steel Metal Cabinet Drawers Slide Out, Chrome [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-12T15:15:19.498Z","Retail","B004UB793Q","Seventh Generation Rinse Aid Free and Clear - 8 fl oz, Packaging May Vary [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-08T16:49:12.796Z","Retail","B09S5XYVWG","Gibson Elite Feliz Mesa 16-Piece Hand Painted Dinnerware Set, Service for 4 (16pc) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-07T21:26:40.361Z","Retail","B0D2PD734C","Tripp Lite Cloud-Connected 600VA UPS Battery Backup and Surge Protector, Remote Management & Monitoring, 300W, 4 Outlets, Computer UPS, Wall Mount Option, 5ft Cord, 3-Year Warranty (BC600RNC) [Product name associated with ASIN]","Not Applicable","saved","2","No","No","No","No","No"
"2024-11-05T15:09:27.185Z","Retail","B0015YL5NQ","Jonathan Green (10610) Black Beauty Dense Shade Grass Seed - Cool Season Lawn Seed (25 lb) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:09:03.168Z","Retail","B0BNWF3PGX","Tide Free & Gentle Liquid Laundry Detergent, 100 Loads, 132 fl oz, Tide Laundry Detergent, Clean Laundry Detergent (Packaging May Vary) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-05T15:08:39.338Z","Retail","B074FW96PG","ICEPURE 20 Micron 10"" x 4.5"" Whole House Sediment Pleated Water Filter Replacement for GE FXHSC, Culligan R50-BBSA, Pentek R50-BB, DuPont WFHDC3001, W50PEHD, GXWH40L, GXWH35F for Well Water, 2PACK [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:08:20.862Z","Retail","B000H5T70C","Roebic K-37-Q Septic Tank Treatment: Removes Clogs, Environmentally Friendly Bacteria Enzymes, Safe for Toilets, 32 Fl Oz - Lasts 1 Year, 32 Ounces [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:07:59.897Z","Retail","B00R7FG5BO","Bulletproof Original Medium Roast Whole Bean Coffee, 12 Ounces, Clean Coffee Tested for Toxins, Packaging May Vary [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:07:45.318Z","Retail","B00N2YJNBS","CurEase Argentine Grass Feed Beef Liver Powder Undefatted Desiccated (dried) Pesticide and Hormone Free 1lb One Pound (453grams) 908 Servings [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:07:32.686Z","Retail","B0984TCB68","Naked Bone Broth - Beef Bone Broth Protein Powder - 20G Protein, Only 1 Ingredient - Gut Health and Joint Supplement - Unflavored - No GMO, Gluten, Or Soy - 1 Pound [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-05T15:07:17.751Z","Retail","B079VP6DH5","Bounty Paper Towels Quick Size, White, 16 Family Rolls = 40 Regular Rolls [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:06:59.392Z","Retail","B08M2LCMQF","Scott Rapid-Dissolving Toilet Paper, 48 Double Rolls (6 Packs of 8), Sustainable, Septic-Safe, Toilet Paper [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-05T15:06:28.348Z","Retail","B09R7Q6YQM","Old Spice Men's Antiperspirant & Deodorant, 24/7 Lasting Freshness, Advanced Sweat & Odor Protection with Skin Conditioners, Invisible Solid, Fiji with Palm Tree Scent, 3.4 oz (Pack of 3) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:06:10.872Z","Retail","B075JRT85B","Degree Men UltraClear Antiperspirant Deodorant Black+White 2 Count 72-Hour Sweat & Odor Protection Antiperspirant For Men With MotionSense Technology 2.7 oz [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:04:47.762Z","Retail","B0CCK54KCF","Downy Free & Gentle Fabric Softener (Fabric Conditioner), 111 fl oz, 150 Loads, Hypoallergenic [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:04:29.024Z","Retail","B006Z8BN02","It's a 10 Haircare Miracle Deep Conditioner Plus Keratin 5 Oz [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-05T15:01:51.693Z","Retail","B0D4DDTCV6","Kirkland Signature Hair Regrowth Treatment Minoxidil Foam for Men, 2.11 oz, 6 Count (6 Month Supply) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-05T15:01:32.814Z","Retail","B07YGZRKF9","Aveeno Daily Moisturizing Body Wash Cleanser & Shaving Gel for Men & Women, Clean-Rinsing for Softer & Smoother Skin, Gentle & Lightly Scented, 18 fl. Oz, Pack of 2 [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-04T14:04:40.994Z","Retail","B006Z8B5HS","It's a 10 Haircare Miracle Shampoo Plus Keratin, 10 Fl Oz [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2024-11-04T14:04:13.985Z","Retail","B00091S3K4","Pure Life Purified Water Bottles, 24 Pack - Still Bottled Water with Added Minerals for a Crisp Taste, Plastic Bottles - 8 Fl Oz [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2024-11-04T14:03:31.417Z","Retail","B0885HPBHK","Dr. Scholl's ODOR-X ATHLETE'S FOOT MEDICATED POWDER SPRAY, 4.7 oz // 24-Hour Relief of Itching & Burning, Clinically Proven, Cures & Prevents Most Athlete's Foot, Destroys Odors Instantly [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2024-11-04T14:03:03.291Z","Retail","B0BJZM2M8Q","OxiClean White Revive Laundry Whitener and Stain Remover Liquid, 50 fl oz [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2024-11-04T14:02:04.467Z","Retail","B006MQUU24","Roebic K-570-Q 32-Ounce Leach And Drain Field Opener Concentrate - Environmentally Friendly and Biodegradable Solution [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2024-11-04T14:01:42.325Z","Retail","B01LTCQAA6","ToughBag 42 Gallon Trash Bags, 2.5 Mil Contractor Garbage Bags (50 COUNT) Heavy Duty Black Garbage Can Liners, 38 x 48"" - Construction, Lawn, Industrial, Leaf - Made in USA [Product name associated with ASIN]","Not Applicable","saved","3","Yes","No","No","No","No"
"2024-11-04T14:00:32.364Z","Retail","B07GX45QW1","Crest Complete Advanced Flavoridetoothpaste 5 Pack 8.2 Oz Net Wt 41 Oz,, () [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-04T13:59:08.954Z","Retail","B01M0RJ1UG","Sprayway Glass Cleaner with Foaming Spray for a Streak-Free Shine for Home and Automotive Use, 19 oz., Pack of 6 [Product name associated with ASIN]","Not Applicable","saved","3","Yes","No","No","No","No"
"2024-11-04T13:59:07.194Z","Retail","B0CT5ZKV6S","Lysol Power Clean Multi-Surface Cleaner, 2x Concentrated Pour, Mango & Hibiscus, 28 Fl Oz [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2024-11-04T13:58:21.071Z","Retail","B000WR8VKM","Natracare Natural Traditional Style Maxi Pads, Regular, Individually Wrapped, Without Wings in Plant-Based Bag (1 Pack, 14 Pads Total) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-11-04T13:57:41.007Z","Retail","B087NNZL7Y","U by Kotex Click Compact Tampons, Regular Absorbency, Unscented, 192 Count (6 Packs of 32) (Packaging May Vary) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-11-04T13:47:43.128Z","Retail","B07N7TVWT7","Chakir Turkish Linens Luxury Spa and Hotel Quality Premium Turkish Cotton 6-Piece Towel Set (2 x Bath Towels, 2 x Hand Towels, 2 x Washcloths) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-10-28T21:43:49.377Z","Retail","B08MV1DBTD","MIULEE Pack of 2 12x20 Outdoor Pillow Inserts, Outdoor Throw Pillows Water-Resistant Decorative Premium Lumbar Pillow Stuffer Sham for Porch Swing Couch Sofa Cushion Patio Furniture [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-10-28T21:40:03.620Z","Retail","B0CT39RNGB","Magpie Fabrics Pack of 2 Outdoor Lumbar Pillow Case Covers 12""x20"", Waterproof Rectangular Throw Pillowcase Shell Decorative Sham for Patio Garden Couch - Embry Red Hibiscus [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-10-24T14:13:22.924Z","Retail","B0C61KQWMY","Smart FENDEE 2 Packs Fully Assembled White Luggage Racks with Shoe Shelf, Folding Suitcase Stand with 5 Straps, Wooden Luggage Stand Ideal for Guest Room, Bedroom, Hotel [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-10-24T06:22:22.843Z","Retail","B0D9L9YQGR","Skyygemm Welcome Guest Book Wood Cover Visitor Log Book Rustic Wedding Memory Scrapbook with Pen 8 x 6 Inches Neutral Pine Photo Album with 120 Pages for Vacation Home Wedding Office Reception [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-10-21T00:46:23.980Z","Retail","B002BWOS08","Rust-Oleum 334048 Painter's Touch 2X Ultra Cover Spray Paint, 12 oz, Gloss White [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-10-21T00:42:48.968Z","Retail","B00940DV6W","OXO Good Grips Microfiber Hand Duster [Product name associated with ASIN]","Not Applicable","saved","2","No","No","No","No","No"
"2024-10-13T07:45:17.999Z","Retail","B084KJHPC6","Heavy Duty Metal Anti Tip Straps - Adjustable Safety Furniture Wall Anchors for Baby Proofing Flat Screen TVs, Dressers, Bookcases, Cabinets - No Plastic Parts - Pack of 2 [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-10-13T07:31:00.415Z","Retail","B0C1J14MZT","TCL 43-Inch Class S4 4K LED Smart TV with Roku TV (43S450R, 2023 Model), Dolby Vision, HDR, Dolby Atmos, Works with Alexa, Google Assistant and Apple HomeKit Compatibility, Streaming UHD Television [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-09-18T21:03:37.295Z","Retail","B000EG73XW","Glad Cling ‘N Seal Plastic Food Wrap, 200 Square Foot Roll, Pack of 12, (Package May Vary) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-09-18T20:42:55.598Z","Retail","B0085CJ1LY","Finish Gelpacs Dishwasher Detergent, Orange Scent, 84 Count [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-09-10T15:50:56.216Z","Retail","B07W6X769C","PrepSealer Food Storage Vacuum Container 4-piece Container with Maunal Pump, BPA free, Tritan, Keep food and ingredients fresh up to four times longer than conventioal storeage. [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-09-09T20:41:16.871Z","Retail","B0BSHBTV4V","Dreo 16 Inch 25dB Quiet Smart Fans for Bedroom, DC Room Fan with Remote, 120°+120° Oscillating Fan, 6 Modes, 9 Speeds, 12H Timer,Works Alexa/Google/WiFi/Voice Control, Silver, Oversize (DR-HAF004S) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-09-08T19:16:22.482Z","Retail","B0BSH7YKHT","Dreo Smart Fan for Bedroom, 120°+105° Omni-directional Oscillating Standing Fans with Remote, 100ft Quiet Floor Fan for Room, Wi-Fi/Voice/Alexa, 6 Modes, 8 Speeds, 37-43'' Height, 12H Timer, DC Motor [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-08-26T01:58:21.413Z","Retail","B08M2LCMQF","Scott Rapid-Dissolving Toilet Paper, 48 Double Rolls (6 Packs of 8), Sustainable, Septic-Safe, Toilet Paper [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-08-25T00:20:19.621Z","Retail","B004LGTS0M","Lasko Cyclone Pedestal Fan, Adjustable Height, Remote Control, Timer, 3 Speeds, for Bedroom, Kitchen, Office and Living Room, 18"", White, 1885, Large [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-07-18T14:41:36.257Z","Retail","B0CS95PYVQ","[12 pcs]16 oz Mason Jars,Glass Jars with Lids, Airtight Canning Jars, Wide Mouth Mason Jars. Airtight Container For Jams, Honey, Spices,Pickles, Home Decor,Overnight Oats,Fruit Preserves [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2024-07-16T14:12:24.912Z","Retail","B07GQCQWSF","Eco Botanics Travel-Size Hotel Conditioner, 0.85 oz. (Case of 100) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-05-19T00:45:05.818Z","Retail","B00CONM18K","Telemecanique Sensors 9013FSG52J33 Air-Pump Pressure Switch, NEMA 1, 50-70 psi Pressure Setting, 25-80 psi Cut-Out, 20-30 psi Adjustable Differential [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-05-17T18:44:45.013Z","Retail","B0CR3YJ2B6","Waterless Diffuser for Essential Oils - Aromatherapy Nebulizing Air Machine, No Water Required, Super Quiet, Cordless, Portable, Battery Operated (Includes 2 Nebulizer caps and Machine) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-05-13T01:01:49.183Z","Retail","B07C8CKJ1Z","N&Y HOME Fabric Shower Curtain or Liner 36 x 72 Inches Bath Stall Size with 2 Bottom Magnets, Hotel Quality, Washable, Water Repellent, White Spa Bathroom Curtains with Grommets, 36x72 [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2024-05-01T18:58:36.801Z","Retail","B00QGMOJ4Y","Kirkland Signature Purified Drinking Water, 16.9 Ounce, 40 Count [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-04-29T23:31:35.113Z","Retail","B078GSY73M","Hessaire CVR6037 [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-04-10T14:41:07.226Z","Retail","B0CB8NL7MF","Whaleme 50-Pack Blackstone Griddle Accessories 5017 Grease Cup Liners, Aluminum Foil Drip Pan Grease Catcher Cup Liner for Blackstone 17, 22, 28, 36 Inch Griddle, Disposable Grill Grease Tray [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-03-29T19:27:02.174Z","Retail","B07CK4MFF6","Chakir Turkish Linens Luxury Spa and Hotel Quality Premium Turkish Cotton 6-Piece Towel Set (2 x Bath Towels, 2 x Hand Towels, 2 x Washcloths) [Product name associated with ASIN]","Not Applicable","saved","3","No","No","No","No","No"
"2024-03-12T03:08:03.300Z","Retail","B079KJ4D4X","Guide Gear Club Camping Chair, Oversized, Portable, Folding with Padded Seats, 500-lb. Capacity Tan/Brown [Product name associated with ASIN]","Not Applicable","saved","2","No","No","No","No","No"
"2024-02-23T18:20:11.717Z","Retail","B0B83BYJW2","Ring Spotlight Cam Plus, Solar | Two-Way Talk, Color Night Vision, and Security Siren (2022 release) - Black [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2024-02-23T18:15:56.278Z","Retail","B09CBQ46LL","Ring Wall Mount for Cameras and Solar Panels, Black [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-02-22T16:29:24.520Z","Retail","B0BJZM2M8Q","OxiClean White Revive Laundry Whitener and Stain Remover Liquid, 50 fl oz [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2024-02-22T16:26:43.594Z","Retail","B007W14RM2","Coffee-mate Sugar Free Creamy Chocolate Powdered Coffee Creamer, 10.2 Ounce [Product name associated with ASIN]","Not Applicable","saved","4","Yes","No","No","No","No"
"2024-02-22T16:26:14.613Z","Retail","B000RWBO7Y","Lotrimin Athlete's Foot Deodorant Antifungal Powder Spray, Miconazole Nitrate 2%, Clinically Proven Effective Antifungal Treatment of Most AF, Jock Itch & Ringworm, 4.6 Ounce​ ​ [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-12-04T16:02:59.520Z","Retail","B09V8888V4","Energizer Alkaline Power AA and AAA Batteries, 64 Count, Variety Pack, 32 AA and 32 AAA Batteries [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-11-27T16:12:58.216Z","Retail","B0BDD8J6XC","Valentines Day Gifts for Him Men, Super Universal Socket Tools, Cool Stuff Gadgets for Men Birthday Fathers Day, Cool Gadgets Socket Set with Power Drill Adapter(7-19 mm) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-11-21T17:24:49.264Z","Retail","B0BWXD6Z26","MIULEE Fall Mustard Yellow Throw Pillow Covers 16x16 Set of 2 Spring Decorative Farmhouse Couch Throw Pillows Boho Shells Cute Soft Plush Wool Winter Pillowcases for Bedroom Living Room Sofa [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-11-21T17:19:01.205Z","Retail","B09CGYLRTQ","Magpie Fabrics Pack of 2 Outdoor Waterproof Throw Pillow Covers 18 x 18 Inch, Christmas Decorative Cushion Sham Pillowcase Shell for Garden Patio Tent Balcony Couch Sofa(Floral Green) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-11-13T04:34:17.869Z","Retail","B00MVELT8K","Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Hawaiian Breeze, 6.2 Oz, 2 Count [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-11-07T06:00:18.837Z","Retail","B00NGV4506","Ninja Professional Blender 1000W, Total Crushing Technology- Smoothies, Ice Crushing & Frozen Fruit, Full-Size Countertop Blender, 72-oz. Pitcher, Black & Grey, BL610 [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2023-10-26T16:09:18.589Z","Retail","B002DNH0AU","Goetze's Candy Vanilla Caramel Creams - 5 Pound Bag (80 Ounces) - Fresh from the Factory [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-10-26T05:38:54.696Z","Retail","B0BLY15GKM","Chakir Turkish Linens |Hotel & Spa Quality 100% Cotton Premium Turkish Towels | Soft & Absorbent (12-Piece Washcloths, Aqua) [Product name associated with ASIN]","Not Applicable","saved","2","No","No","No","No","No"
"2023-10-25T04:16:21.211Z","Retail","B09MD5FD9M","N//B Sponge Individually Wrapped, Mini Sponges Wrapped Small (40Pcs) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-09-29T15:17:12.668Z","Retail","B0BKJS7ZK2","Classic Framed AC Unit On Please Keep Door Closed Sign (Blue) - Small [Product name associated with ASIN]","Not Applicable","saved","4","Yes","No","No","No","No"
"2023-09-29T15:06:42.881Z","Retail","B0BD488T15","Sifely Wristband Key Fob (Yellow) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-09-29T15:06:34.427Z","Retail","B0BD4GL27D","Sifely Wristband Key Fob (Red) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-09-29T15:06:25.960Z","Retail","B0BD4CB8P2","Sifely Wristband Key Fob (Green) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-09-26T13:40:31.216Z","Retail","B0BMF3XL4T","No Individual Packaging Sponges [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-09-26T04:12:28.129Z","Retail","B0BXXC6PWF","24PCS Mini Ocean Animal Figurines - Realistic Sea Creatures Toy Figures with Sharks, Whales & Walrus - Under The Sea Life Figure for Party Decoration, Easter Egg Filler & School Project [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2023-09-26T04:11:40.863Z","Retail","B0B31F5SS4","RCOMG 8pcs Sea Animal Figures, Realistic Ocean Animal Figurines Plastic Sea Creature Toys for Kids Cake Topper Decoration [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-09-25T17:04:52.043Z","Retail","B06XWYTQXL","SONORO KATE Bed Sheet Set Super Soft Microfiber 1800 Thread Count Luxury Egyptian Sheets 16-Inch Deep Pocket Wrinkle and Hypoallergenic-4 Piece(Queen White) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-09-20T15:05:37.879Z","Retail","B0911ZCYYV","BBANGD Duvet Covers Queen Size - Ultra Soft and Breathable Bedding Comforter Cover Set Washed Microfiber 3 Pieces with Zipper Closure Duvet Cover and 2 Pillow Shams(Light Cyan) [Product name associated with ASIN]","Not Applicable","saved","2","No","No","No","No","No"
"2023-09-19T22:46:12.775Z","Retail","B07N7TVWT7","Chakir Turkish Linens Luxury Spa and Hotel Quality Premium Turkish Cotton 6-Piece Towel Set (2 x Bath Towels, 2 x Hand Towels, 2 x Washcloths) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-09-03T19:14:07.887Z","Retail","B07N65HLKJ","Fig & Leaf (30 Pack) Drip Pans Compatible with Blackstone Grills for 36 Inch l 30 Inch l 28 Inch l 22 Inch l 17 Inch Griddle l Rear Grease Cup Liners l Heavy-Duty Disposable Aluminum Foil [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-08-28T16:57:38.304Z","Retail","B0C9H59Q8S","Polar Aurora Fishing Cart Beach Cart Collapsible Wagon w/11'' All-Terrain Wheels for Sand, Heavy Duty Garden Cart with Rod Holders,Umbrella Holder and Storage Pockets, 550lb Large Capacity [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-08-04T21:35:51.713Z","Retail","B00TXI1NEW","Mattel Games ​UNO Splash Card Game for Outdoor Camping, Travel & Family Nights with Water-Resistent Plastic Cards [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-08-04T21:33:59.533Z","Retail","B00BSYR7K8","Earth Rated Poop Bags for Dogs, Guaranteed Leak Proof and Extra Thick Waste Bag Refill Rolls, Lavender Scented, 270 Count [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-08-04T21:33:59.533Z","Retail","B09ZDP6YGL","Dog Poop Bag Dispenser Wall Mounted Waterproof Outdoor Pet Waste Bags Dispenser Station Stake, Pole, Fence Mounted fits Home, Porch, Back Yard (white,only dispenser) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-07-30T23:06:51.441Z","Retail","B06Y6G9TWR","Set of 2 Standard Size SureGuard Pillow Protectors - 100% Waterproof, Bed Bug Proof, Hypoallergenic - Premium Zippered Cotton Covers - Smooth [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-07-30T23:06:40.109Z","Retail","B07RHTQP68","Lysol All Purpose Cleaner Spray, Multi-Purpose Disinfecting Spray, Kitchen & Bathroom Cleaner, Mango & Hibiscus Scent, 32 Fl Oz [Product name associated with ASIN]","Not Applicable","saved","3","Yes","No","No","No","No"
"2023-07-30T23:03:48.444Z","Retail","B07YKLXB3Y","Bedsure Comforter Duvet Insert - Quilted Comforters King Size, All Season Duvet, GentleSoft Down Alternative Bedding, with 8 Tabs, Gifts for Women/Men, White, King 90 x 102 Inches [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-07-24T18:29:13.550Z","Retail","B09PV3JQ8Z","samdew Astronomical Telescope Case, 40.8"" Large Telescope Storage Bag for Telescope Tube & Tripod, Soft Padded Telescope Accessories Carry Case & Counterweight Bag Compatible with Celestron Telescope [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-07-24T18:27:07.109Z","Retail","B00006LSVL","Celestron 94119-A 1.25 inch Moon Filter - Suitable for Lunar Observation, Extra Bright Planets or Terrestrial Viewing Over Sand or Snow, Black [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-07-24T18:26:59.353Z","Retail","B00008Y0TM","Celestron 93326 Omni Barlow Lens, Silver, 2 x 1.25 Inch [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-06-10T02:00:49.295Z","Retail","B08DBYWS5S","Pilot Rock Q-20 B2 Single Commercial Grade 20 Inch Park Style Charcoal Grill [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
